避難施設名称,よみ,住所,経度,緯度,避難所種別,災害種別,連絡先,延べ面積[㎡],屋内収容可能人数,URL,備考
亀岡市立千代川小学校体育館,,亀岡市千代川町北ノ庄国主ヶ森21,135.5430457,35.04829573,,,771225158,,424,,
亀岡市立川東小学校体育館,,亀岡市馬路町野堀1-7,135.5645048,35.05912354,,,771220674,,364,,
亀岡市立高田中学校体育館,,亀岡市馬路町溝ノ上14-4,135.5649511,35.05805457,,,771220679,,503,,
さくら公園体育館,,亀岡市千歳町国分後田1,135.5819704,35.04522285,,,771259786,,860,,
亀岡市立保津小学校体育館,,亀岡市保津町構ノ内20,135.5905076,35.02383434,,,771220350,,424,,
亀岡市立東輝中学校体育館,,亀岡市篠町広田3-28-1,135.5940449,34.99486613,,,771243418,,616,,
亀岡市立安詳小学校体育館,,亀岡市篠町篠中北裏68,135.6053725,35.00542927,,,771220320,,767,,
亀岡市立詳徳小学校体育館,,亀岡市篠町柏原田中3-1,135.5945366,35.00661198,,,771245669,,447,,
亀岡市立詳徳中学校体育館,,亀岡市篠町柏原中又7,135.5955318,35.0071953,,,771239393,,595,,
亀岡市立つつじヶ丘小学校体育館,,亀岡市西つつじヶ丘霧島台1-1,135.5885482,34.99907478,,,771237877,,502,,
亀岡市立南つつじヶ丘小学校体育館,,亀岡市南つつじヶ丘大葉台2-28-1,135.5894741,34.99258186,,,771252877,,552,,
亀岡市立東部文化センター,,亀岡市篠町野条イカノ辻南76,135.6005414,35.00336182,,,771234611,,358,,
亀岡市河原林生涯学習センター,,亀岡市河原林町河原尻上六反田9-1,135.5699497,35.04301058,,,771220120,,127,,
亀岡市立保津文化センター,,亀岡市保津町弐番11-1,135.5866306,35.02390549,,,771232346,,211,,
亀岡市立馬路文化センター,,亀岡市馬路町小米田45-4,135.5535873,35.05514107,,,771232005,,174,,
亀岡市稗田野生涯学習センター,,亀岡市ひえ田野町佐伯西ノ辻9-1,135.535703,35.01671194,,,771223840,,124,,
亀岡市犬甘野児童館,,亀岡市西別院町犬甘野霜ノ下2、3、4,135.5003604,34.96288386,,,771272532,,116,,
亀岡地区自治会館,,亀岡市安町釜ケ前9-4,135.573981,35.013022,,,771225576,,106,,
東別院町公民館,,亀岡市東別院町南掛藤ケ瀬3-1,135.553528,34.941351,,,771272001,,24,,
東別院町ふれあいセンター,,亀岡市東別院町東掛一アン15,135.551045,34.946175,,,771273332,,232,,
西別院生涯学習センター,,亀岡市西別院町柚原佃17,135.510599,34.951886,,,771272214,,93,,
曽我部町公民館,,亀岡市曽我部町南条荒水代4-1,135.549247,34.998609,,,771220604,,334,,
亀岡運動公園プール管理棟,,亀岡市吉川町吉田上河原24,135.547389,35.015558,,,771228810,,64,,
人権福祉センター,,亀岡市ひえ田野町佐伯琴敷78-1,135.541112,35.014294,,,771230582,,0,,
ほんめ町ふれあいセンター,,亀岡市本梅町井手梅原3,135.486437,35.01328,,,771263001,,161,,
畑野公民館,,亀岡市畑野町千ヶ畑西山5-1,135.43173,35.014493,,,771282752,,121,,
亀岡市交流会館,,亀岡市宮前町神前長野15,135.515111,35.056129,,,771265001,,530,,
東本梅町ふれあいセンター,,亀岡市東本梅町赤熊蟻間野35-1,135.536568,35.028534,,,771262504,,123,,
大井生涯学習センター,,亀岡市大井町土田2-11-20-201,135.554462,35.032645,,,771220157,,177,,
千代川町自治会館,,亀岡市千代川町北ノ庄国主ヶ森19,135.543946,35.047466,,,771225521,,152,,
馬路生涯学習センター,,亀岡市馬路町流川2-1,135.562402,35.054563,,,771220661,,200,,
旭コミュニティセンター,,亀岡市旭町年角25,135.563791,35.077731,,,771225533,,24,,
千歳町公民館,,亀岡市千歳町千歳垣根2-3,135.579575,35.052197,,,771220682,,133,,
保津町公民館,,亀岡市保津町構ノ内53,135.589624,35.023396,,,771220810,,131,,
篠公民館,,亀岡市篠町篠中北裏68,135.605462,35.004332,,,771220047,,102,,
東つつじヶ丘ふれあいセンター,,亀岡市東つつじヶ丘都台3-6-7,135.597015,34.997752,,,771233726,,0,,
西つつじヶ丘ふれあいセンター,,亀岡市西つつじヶ丘大山台1-12-13,135.587991,35.000951,,,771232444,,128,,
亀岡市南つつじヶ丘コミュニティセンター,,亀岡市南つつじヶ丘大葉台2-43-1,135.589169,34.991527,,,771258251,,0,,
城陽市立今池コミュニティセンター,,城陽市枇杷庄知原15-1,135.768577,34.83919,,,774560525,,76,,
城陽市立南城陽中学校,,城陽市観音堂巽畑17-4,135.799692,34.834844,,,774537009,,1689,,
城陽市南部コミュニティセンター,,城陽市富野東田部70-1,135.781162,34.841345,,,774551002,,247,,
城陽市保健センター,,城陽市富野久保田1-1,135.779798,34.846676,,,774551111,,406,,
城陽市立青谷小学校,,城陽市中向河原1,135.803393,34.829887,,,774520040,,680,,
城陽市立総合老人福祉センター,,城陽市奈島川原口20,135.792347,34.826681,,,774551017,,232,,
城陽市立青谷保育園,,城陽市中樋ノ上63-1,135.802672,34.830359,,,774521039,,183,,
城陽市立青谷コミュニティセンター,,城陽市市辺五島7-1,135.799792,34.828547,,,774538273,,172,,
城陽市民体育館,,城陽市寺田奥山1,135.802059,34.855404,,,774556222,,1543,,
文化パルク城陽,,城陽市寺田今堀1,135.773085,34.849437,,,774551010,,880,,
城陽市立鴻の巣保育園,,城陽市寺田東ノ口51-5,135.777222,34.852077,,,774559191,,225,,
城陽市立西城陽中学校,,城陽市寺田乾出北82,135.765366,34.856128,,,774531600,,1809,,
城陽市立西部老人福祉センター,,城陽市寺田乾出北55,135.768953,34.856069,,,774539393,,93,,
城陽市立今池小学校,,城陽市寺田大畔177-1,135.771428,34.845261,,,774522402,,1254,,
城陽市立城陽中学校,,城陽市寺田北山田35,135.782902,34.857002,,,774522708,,1354,,
城陽市立寺田南小学校,,城陽市寺田新池23-1,135.782512,34.848868,,,774526800,,881,,
鴻の巣会館,,城陽市寺田水度坂130,135.781474,34.853079,,,774520826,,98,,
城陽市立久世小学校,,城陽市久世芝ヶ原143,135.780338,34.860816,,,774523670,,644,,
城陽市立久世保育園,,城陽市久世芝ヶ原74-1,135.780889,34.860566,,,774524369,,273,,
城陽市立東部コミュニティセンター,,城陽市寺田正道152,135.780469,34.858558,,,774557858,,297,,
城陽市立深谷小学校,,城陽市寺田深谷111-2,135.789144,34.858417,,,774533200,,1321,,
城陽市立東城陽中学校,,城陽市久世上大谷24,135.795326,34.864554,,,774540407,,1665,,
城陽市立久津川小学校,,城陽市平川指月1,135.774151,34.864382,,,774521703,,1072,,
城陽市立久津川保育園,,城陽市平川大将軍2,135.77052,34.865975,,,774524864,,291,,
城陽市立古川小学校,,城陽市上津屋境端57,135.759526,34.86447,,,774531500,,1360,,
城陽市立北城陽中学校,,城陽市平川長筬33,135.764922,34.868428,,,774551009,,1585,,
城陽市立富野小学校,,城陽市富野堀口1,135.787094,34.838795,,,774520009,,900,,
城陽市立寺田西小学校,,城陽市寺田西ノ口65,135.764933,34.855666,,,774537005,,1381,,
城陽市立寺田小学校,,城陽市寺田北山田2,135.779927,34.856464,,,774522589,,832,,
城陽市北部コミュニティセンター,,城陽市平川広田67,135.762697,34.86355,,,774551001,,245,,
城陽市総合運動公園,,城陽市寺田奥山1,135.800116,34.854991,,,774556222,,10942,,
木津川運動広場,,城陽市水主上外島23-1地先,135.759145,34.842129,,,,,17707,,
城陽市立北部老人福祉センター,,城陽市平川大将軍2,135.77052,34.865975,,,774529670,,136,,
城陽市立東部老人福祉センター,,城陽市久世芝ヶ原131,135.783209,34.860951,,,774533700,,70,,
京都府立心身障害者福祉センター療護施設附属体育館,,城陽市中芦原63-4,135.816334,34.832809,,,774536644,,744,,
京都府立城陽高等学校,,城陽市寺田宮ノ平1,135.788676,34.853303,,,774526811,,890,,
京都府立西城陽高等学校,,城陽市枇杷庄京縄手46-1,135.76482,34.84356,,,774535455,,871,,
京都府立城陽支援学校,,城陽市中芦原1-4,135.815562,34.83224,,,774537100,,0,,
城陽市立今池保育園,,城陽市富野高井44-3,135.77229,34.844529,,,774532800,,308,,
私立平川幼稚園,,城陽市平川大将軍77-3,135.770039,34.865204,,,774531288,,333,,
私立里の西保育園,,城陽市久世里ノ西66-1,135.768004,34.859683,,,774550243,,380,,
私立しいの木保育園,,城陽市寺田林ノ口11-114,135.78241,34.855615,,,774547556,,131,,
城陽市立男女共同参画支援センター,,城陽市寺田林ノ口11-114,135.78241,34.855615,,,774547545,,99,,
私立くぬぎ保育園,,城陽市寺田庭井36,135.778841,34.84707,,,774521662,,276,,
私立佐伯幼稚園,,城陽市寺田今橋68,135.764754,34.851449,,,774523669,,572,,
青少年野外活動総合センター,,城陽市寺田南中芝80,135.793798,34.849791,,,774533566,,97,,
私立清心保育園,,城陽市富野荒見田4,135.782793,34.841021,,,774550230,,450,,
城陽市立久津川小学校グラウンド,,城陽市平川指月1,135.774151,34.864382,,,774521703,,3128,,
久津川児童公園,,城陽市平川野原10他,135.770799,34.867288,,,,,1144,,
城陽市立古川小学校グラウンド,,城陽市上津屋境端57,135.759526,34.86447,,,774531500,,4043,,
城陽市立北城陽中学校グラウンド,,城陽市平川長筬33,135.764922,34.868428,,,774551009,,7466,,
城陽市立久世小学校グラウンド,,城陽市久世芝ヶ原143,135.780338,34.860816,,,774523670,,2764,,
城陽市立東部コミュニティセンター（空地）,,城陽市寺田正道152-1,135.780469,34.858558,,,774557858,,2309,,
城陽ローンテニス,,城陽市寺田尼塚47,135.78646,34.862788,,,774537606,,3300,,
城陽市立深谷小学校グラウンド,,城陽市寺田深谷111-2,135.789144,34.858417,,,774533200,,2970,,
正道官衙遺跡地,,城陽市寺田正道89他,135.784303,34.86038,,,,,6259,,
城陽市立東城陽中学校グラウンド,,城陽市久世上大谷24,135.795326,34.864554,,,774540407,,8635,,
城陽市立寺田小学校グラウンド,,城陽市寺田北山田2,135.779927,34.856464,,,774522589,,2815,,
城陽市立城陽中学校グラウンド,,城陽市寺田北山田35,135.782902,34.857002,,,774522708,,9928,,
京都府立城陽高等学校グラウンド,,城陽市寺田宮ノ平1,135.788676,34.853303,,,774526811,,9176,,
城陽市立寺田南小学校グラウンド,,城陽市寺田新池23-1,135.782512,34.848868,,,774526800,,3305,,
城陽市立西城陽中学校グラウンド,,城陽市寺田乾出北82,135.765366,34.856128,,,774531600,,9037,,
城陽市立寺田西小学校グラウンド,,城陽市寺田西ノ口65,135.764933,34.855666,,,774537005,,3942,,
城陽市立今池小学校グラウンド,,城陽市寺田大畔177-1,135.771428,34.845261,,,774522402,,3862,,
京都府立西城陽高等学校グラウンド,,城陽市枇杷庄京縄手46,135.76482,34.84356,,,774535455,,9611,,
枇杷庄児童公園,,城陽市枇杷庄大堀138-1他,135.771992,34.836241,,,,,1393,,
城陽市立富野小学校グラウンド,,城陽市富野堀口1,135.787094,34.838795,,,774520009,,4158,,
青少年野外活動総合センター（空地）,,城陽市寺田南中芝80,135.78241,34.855615,,,774533566,,3250,,
城陽市立南城陽中学校グラウンド,,城陽市観音堂巽畑17-4,135.799692,34.834844,,,774537009,,8229,,
城陽市立南部コミュニティセンター（空地）,,城陽市富野東田部70-1,135.781162,34.841345,,,774551002,,1334,,
史跡森山遺跡,,城陽市富野森山1-1,135.791293,34.843305,,,,,1798,,
城陽市立青谷小学校グラウンド,,城陽市中向河原2,135.803393,34.829887,,,774520040,,2536,,
城陽市立総合老人福祉センター（空地）,,城陽市奈島川原口20,135.792347,34.826681,,,774551017,,2963,,
京都府立心身障害者福祉センター（空地）,,城陽市中芦原63-4,135.816334,34.832809,,,774536644,,3500,,
物集女公民館,,向日市物集女町中条26,135.6945331,34.96207067,,,759210048,,267,,
寺戸公民館,,向日市寺戸町初田18,135.7027714,34.95253114,,,759330031,,235,,
寺戸町連合自治会事務所,,向日市寺戸町北垣内3,135.700137,34.9534187,,,,,0,,
森本公民館,,向日市森本町前田6-7,135.7090952,34.94700038,,,759311183,,232,,
鶏冠井公民館,,向日市鶏冠井町御屋敷26,135.7065702,34.94398436,,,759210063,,207,,
上植野公民館,,向日市上植野町西小路15,135.7038735,34.93623169,,,759210012,,284,,
西向日コミュニティセンター,,向日市上植野町御塔道7-5,135.70166,34.93971409,,,759210066,,100,,
寺戸コミュニティセンター,,向日市寺戸町山縄手11-3,135.7073836,34.95618096,,,759338410,,115,,
向日コミュニティセンター,,向日市向日町南山3-3,135.7000123,34.94410852,,,759321826,,100,,
上植野コミュニティセンター,,向日市上植野町桑原1-3,135.7102212,34.93219953,,,759223580,,99,,
物集女コミュニティセンター,,向日市物集女町北ノ口33,135.692547,34.96436973,,,759211514,,106,,
鶏冠井コミュニティセンター,,向日市鶏冠井町上古8-8,135.7123495,34.94344477,,,759314102,,108,,
向日市立向陽小学校,,向日市向日町南山3,135.699339,34.94389925,,,759210250,,4784,,
向日市立第２向陽小学校,,向日市物集女町南条70,135.6951999,34.9573853,,,759321002,,4780,,
向日市立第３向陽小学校,,向日市森本町下森本30,135.7064739,34.94894063,,,759321003,,2600,,
向日市立第４向陽小学校,,向日市寺戸町三ノ坪20,135.7014349,34.95937231,,,759333388,,3090,,
向日市立第５向陽小学校,,向日市上植野町五ノ坪1,135.71102,34.93653665,,,759210001,,4041,,
向日市立第６向陽小学校,,向日市寺戸町大牧24,135.6913114,34.95377454,,,759340403,,4465,,
向日市立勝山中学校,,向日市鶏冠井町楓畑24,135.701393,34.94226795,,,759211106,,5033,,
向日市立西ノ岡中学校,,向日市物集女町吉田1,135.6983783,34.96692498,,,759224000,,5917,,
向日市立寺戸中学校,,向日市寺戸町蔵ノ町1,135.705446,34.95882806,,,759345311,,4574,,
向日市立第1保育所,,向日市向日町北山21,135.699057,34.9445457,,,,,0,,
向日市立第2保育所,,向日市物集女町南条63,135.696223,34.9578592,,,,,0,,
向日市立第5保育所,,向日市寺戸町三ノ坪14,135.70259,34.9589724,,,,,0,,
向日市立第6保育所,,向日市上植野町地田5-3,135.71021,34.9387475,,,,,0,,
向日市立老人福祉センター桜の径,,向日市上植野町南開66-1,135.7044881,34.9411237,,,759341515,,1069,,
向日市立老人福祉センター琴の橋,,向日市寺戸町三ノ坪20,135.7011107,34.95951539,,,759240800,,497,,
市民会館,,向日市寺戸町中ノ段17,135.7009997,34.94666196,,,759323166,,1460,,
市民体育館,,向日市森本町小柳23-1,135.7126987,34.94599813,,,759325011,,3347,,
向日市立保健センター,,向日市寺戸町東野辺31,135.7043132,34.94737097,,,759332666,,380,,
西向日公園,,向日市上植野町南開および鶏冠井町山畑地内,135.7039816,34.94109146,,,,,1135,,
大牧公園,,向日市寺戸町大牧地内,135.693016,34.95262623,,,,,544,,
勝山公園,,向日市向日町北山地内,135.6971446,34.94488678,,,,,3412,,
北ノ口公園,,向日市物集女町北ノ口地内,135.6908532,34.96606111,,,,,1029,,
芝山公園,,向日市寺戸町芝山地内,135.6945805,34.94928533,,,,,399,,
中条公園,,向日市物集女町中条地内,135.6952976,34.96286165,,,,,92,,
永田公園,,向日市寺戸町永田地内他（三ノ坪）,135.7008388,34.95850516,,,,,199,,
稲荷公園,,向日市寺戸町二枚田地内,135.7070455,34.95076931,,,,,248,,
野辺公園,,向日市寺戸町東野辺地内,135.7036261,34.94793786,,,,,287,,
北大極殿公園,,向日市鶏冠井町大極殿地内,135.7026624,34.94425423,,,,,287,,
里垣内公園,,向日市寺戸町里垣内地内,135.6985698,34.9563224,,,,,215,,
蔵ノ町公園,,向日市寺戸町蔵ノ町地内,135.7096375,34.95917522,,,,,609,,
深田川橋公園,,向日市寺戸町山縄手地内,135.7074211,34.95433041,,,,,604,,
秡所公園,,向日市鶏冠井町秡所地内,135.7045331,34.9432961,,,,,749,,
大極殿公園,,向日市鶏冠井町大極殿地内,135.7031192,34.94320918,,,,,1663,,
八反田公園,,向日市寺戸町八反田地内,135.7017683,34.96491847,,,,,194,,
内裏公園,,向日市鶏冠井町荒内地内,135.7054635,34.94362353,,,,,567,,
庄ノ内公園,,向日市上植野町庄ノ内地内,135.7072444,34.93157767,,,,,293,,
中福知公園,,向日市上植野町中福知地内,135.7109875,34.93258196,,,,,301,,
十相公園,,向日市森本町石田および鶏冠井町十相地内,135.7110479,34.94560126,,,,,195,,
北淀井公園,,向日市上植野町大田および上植野町北淀井地内,135.7130681,34.93286193,,,,,249,,
ひまわり公園,,向日市寺戸町東野辺地内,135.7043041,34.9475928,,,,,500,,
市民ふれあい広場,,向日市鶏冠井町十相地内,135.7126988,34.94488715,,,,,3753,,
ＪＲ駅前ふれあい広場,,向日市寺戸町瓜生地内,135.7095493,34.95623682,,,,,507,,
東院公園,,向日市鶏冠井町上古地内,135.7125493,34.94429723,,,,,1148,,
殿長公園,,向日市寺戸町殿長地内,135.7017423,34.95083771,,,,,210,,
鶏冠井かしの木公園,,向日市鶏冠井町北井戸地内,135.7087985,34.94498685,,,,,494,,
修理式ふれあい公園,,向日市寺戸町修理式地内,135.7067042,34.95808099,,,,,549,,
朝堂院公園,,向日市鶏冠井町山畑地内,135.7027121,34.94149799,,,,,625,,
京都向日町競輪場,,向日市寺戸町西ノ段5,135.6988482,34.94662816,,,759210317,,26501,,
京都府立向陽高等学校,,向日市上植野町西大田,135.7102326,34.93408302,,,759224500,,9052,,
京都西山高等学校,,向日市寺戸町西野辺25,135.7019011,34.94852915,,,759342480,,2209,,
寺田東公園,,向日市寺戸町寺田地内,135.7075543,34.96028534,,,,,2518,,
北部災害避難拠点,,向日市寺戸町寺田58,135.70947,34.95656,,,,,375,,
特別養護老人ホーム　向陽苑,,向日市上植野町五ノ坪1-2,135.711294,34.9376166,,,,,0,,
特別養護老人ホーム　サンフラワーガーデン,,向日市物集女町森ノ下12-1,135.699826,34.9629854,,,,,0,,
南部災害避難拠点,,向日市上植野町北小路,135.704186,34.936429,,,,,300,,
上植野城公園,,向日市上植野町北小路,135.704186,34.936429,,,,,350,,
社会福祉法人向陵会　乙訓ひまわり園,,向日市上植野町五ノ坪11-1,135.709931,34.93767,,,,,0,,
乙訓若竹苑,,長岡京市井ノ内西ノ口17ー8,135.686675,34.943369,,,,,50,,
乙訓ポニーの学校,,長岡京市井ノ内西ノ口17ー8,135.686675,34.943369,,,,,70,,
長岡京市立開田保育所,,長岡京市開田3丁目3-2,135.6954201,34.92606932,,,759541177,,50,,
長岡京市立神足保育所,,長岡京市東神足2丁目17ー2,135.703359,34.92128407,,,759510170,,50,,
長岡京市立神足小学校,,長岡京市神足3丁目2ー1,135.697373,34.92293092,,,759511034,,1350,,
長岡京市立長法寺小学校,,長岡京市長法寺川原谷31,135.68285,34.92886502,,,759510027,,1100,,
長岡京市立長岡第三小学校,,長岡京市今里4丁目5-10,135.6889718,34.93742479,,,759510902,,1220,,
長岡京市立長岡第四小学校,,長岡京市友岡1丁目2-4,135.6916046,34.91812838,,,759534004,,1160,,
長岡京市立長岡第五小学校,,長岡京市下海印寺東山1,135.6819287,34.92137717,,,759520005,,1330,,
長岡京市立長岡第六小学校,,長岡京市長岡2丁目3-1,135.6901512,34.92864208,,,759545300,,1140,,
長岡京市立長岡第七小学校,,長岡京市今里北ノ町35,135.6947248,34.93566356,,,759546500,,1190,,
長岡京市立長岡第八小学校,,長岡京市勝竜寺29-1,135.6996841,34.91471181,,,759524400,,1230,,
長岡京市立長岡第九小学校,,長岡京市東神足2丁目17-1,135.7028543,34.92063017,,,759554081,,1200,,
長岡京市立長岡第十小学校,,長岡京市井ノ内玉ノ上22,135.6892523,34.94382356,,,759554600,,1040,,
長岡京市立長岡中学校,,長岡京市天神4丁目5-1,135.6872899,34.9279306,,,759511171,,1890,,
長岡京市立長岡第二中学校,,長岡京市今里5丁目20-1,135.6881138,34.93776506,,,759545330,,1900,,
長岡京市立長岡第三中学校,,長岡京市勝竜寺28-1,135.6986067,34.91557087,,,759552556,,1660,,
長岡京市立長岡第四中学校,,長岡京市下海印寺西山田1-1,135.6793748,34.91760371,,,759512112,,1520,,
西山公園,,長岡京市長法寺谷田,135.6767505,34.93399242,,,759531161,,2000,,
長岡公園,,長岡京市天神2丁目,135.6857682,34.92227115,,,759551121,,2000,,
京都府立乙訓高等学校,,長岡京市友岡1丁目1-1,135.6929846,34.91901344,,,759511008,,1500,,
京都府立西乙訓高等学校,,長岡京市下海印寺西明寺41,135.6790206,34.91318272,,,759552210,,1500,,
京都府立向日が丘支援学校,,長岡京市井ノ内朝日寺11,135.6829672,34.94019258,,,759518361,,100,,
京都西山短期大学,,長岡京市粟生西条26,135.6764123,34.93791529,,,759510023,,100,,
滝ノ町保育所,,長岡京市滝ノ町2丁目2-26,135.697392,34.9423565,,,759545324,,50,,
新田保育所,,長岡京市長岡1丁目4-1,135.692917,34.927633,,,759524244,,50,,
深田保育所,,長岡京市野添2丁目3-3,135.695101,34.9338796,,,759552588,,50,,
友岡保育園,,長岡京市友岡3丁目8-18,135.692114,34.914427,,,759541820,,50,,
海印寺保育園,,長岡京市奥海印寺坂ノ尻2-5,135.68041,34.9239247,,,759545264,,50,,
今里保育園,,長岡京市今里北ノ町35ー2,135.694773,34.9352735,,,759557715,,50,,
西山公園体育館,,長岡京市長法寺谷山1,135.677333,34.9322344,,,759531161,,1020,,
長岡京スポーツセンター,,長岡京市神足下八ノ坪1,135.71161,34.9195911,,,759513363,,540,,
中央公民館,,長岡京市天神4丁目1-2,135.688425,34.9271101,,,759511278,,470,,
多世代交流ふれあいセンター,,長岡京市長法寺谷山13-1,135.677114,34.9307158,,,759552100,,420,,
地域福祉センターきりしま苑,,長岡京市東神足2丁目15-2,135.702853,34.9200576,,,759560294,,100,,
老人福祉センター竹寿苑,,長岡京市粟生西条8,135.678067,34.938164,,,759546830,,50,,
乙訓ポニーの学校,,長岡京市井ノ内西ノ口17-8,135.686712,34.9433614,,,759525000,,50,,
障がい者地域活動センター乙訓の里,,長岡京市勝竜寺長黒1-3,135.710608,34.9139249,,,759520888,,20,,
乙訓若竹苑,,長岡京市井ノ内西ノ口17-8,135.686328,34.9433834,,,759546501,,70,,
特別養護老人センター旭ヶ丘ホーム,,長岡京市井ノ内朝日寺23,135.681504,34.9399854,,,759559000,,20,,
特別養護老人センター竹の里ホーム,,長岡京市奥海印寺走田1-1,135.675594,34.9273609,,,759512230,,20,,
特別養護老人センター天神の杜,,長岡京市天神2丁目3-10,135.686693,34.9254331,,,759591230,,20,,
特別養護老人センター第二天神の杜,,長岡京市奥海印寺竹ノ下19,135.67163,34.9238908,,,759591220,,20,,
老人保健施設アゼリアガーデン,,長岡京市友岡4丁目114,135.690053,34.9132799,,,759571112,,20,,
介護老人保健施設マムフローラ,,長岡京市奥海印寺奥ノ院25-2,135.675237,34.9284204,,,759583388,,20,,
チャーム長岡京,,長岡京市神足太田1-4,135.704443,34.917883,,,759595015,,0,,
立命館中学校・高等学校,,長岡京市調子1丁目1-1,135.6955985,34.91459188,,,753237111,,0,,
八幡市立南ケ丘保育園,,八幡市八幡小松33,135.7087981,34.86728979,,,759813125,,903,,
八幡市立南ケ丘第二保育園,,八幡市八幡三反長10,135.707702,34.86489614,,,759823330,,839,,
八幡市立みその保育園,,八幡市八幡園内92-1,135.7085693,34.87534765,,,759818101,,680,,
八幡市立みやこ保育園,,八幡市下奈良今里17,135.7246619,34.87077512,,,759812511,,397,,
八幡市立有都こども園,,八幡市内里北ノ口21-4,135.7277737,34.86396533,,,759810873,,558,,
八幡市立わかたけ保育園,,八幡市男山笹谷6-1,135.6949252,34.86822875,,,759831313,,680,,
八幡市立八幡人権交流センター,,八幡市八幡軸63,135.7068687,34.8671181,,,759813127,,318,,
八幡市立有都交流センター,,八幡市下奈良今里17,135.7247455,34.87046826,,,759822930,,95,,
八幡市立老人憩いの家「八寿園」,,八幡市男山美桜18,135.6996243,34.86383893,,,759818131,,449,,
八幡市営駐車場,,八幡市八幡科手115,135.7006436,34.88608683,,,759819823,,1194,,
八幡市民スポーツ公園,,八幡市野尻正畑12,135.74381,34.86211948,,,759816111,,28654,,
八幡市民体育館,,八幡市野尻正畑12,135.74381,34.86211948,,,759816111,,1603,,
八幡市立くすのき近隣公園,,八幡市男山竹園1-1,135.6954811,34.85684117,,,759812102,,9772,,
八幡市立さくら近隣公園,,八幡市男山美桜18,135.7002472,34.86362203,,,759816644,,20017,,
八幡市立さつき近隣公園,,八幡市男山笹谷1,135.6949692,34.87108423,,,759819450,,10232,,
八幡市立あらかし近隣公園,,八幡市橋本意足18-1,135.6890922,34.87711653,,,,,8124,,
八幡市立きんめい近隣公園,,八幡市欽明台北2-2,135.7171267,34.84051468,,,759837767,,7837,,
八幡市立足立寺史跡公園,,八幡市西山和気1-5,135.6915264,34.87041999,,,,,3537,,
八幡市立馬場市民公園,,八幡市八幡馬場85-1,135.7029959,34.87698352,,,,,7534,,
八幡市立有智郷市民公園,,八幡市内里北ノ口7,135.7279813,34.86332447,,,,,2023,,
八幡市男山レクリエーションセンター,,八幡市八幡大谷85-21,135.6957653,34.87958113,,,759831611,,7707,,
八幡市立まつむし公園,,八幡市川口西扇8-1,135.7169176,34.87676747,,,,,826,,
八幡市立八幡小学校,,八幡市八幡菖蒲池12,135.7059783,34.8782213,,,759813131,,5842,,
八幡市立くすのき小学校,,八幡市男山金振9,135.6945863,34.85785491,,,759810108,,5993,,
八幡市立さくら小学校,,八幡市男山美桜17,135.6992508,34.86525839,,,759820608,,5895,,
（旧）八幡市立八幡第四小学校,,八幡市男山松里1,135.6998236,34.85750898,,,,,6425,,
（旧）八幡市立八幡第五小学校,,八幡市男山笹谷2,135.6938925,34.87020898,,,759823001,,5593,,
八幡市立有都小学校,,八幡市内里北ノ山31,135.7308759,34.86412792,,,759813143,,5386,,
八幡市立橋本小学校,,八幡市橋本中之池尻15,135.6864713,34.87348744,,,759820606,,5806,,
八幡市立中央小学校,,八幡市八幡小松77,135.7090094,34.8693831,,,759823312,,6833,,
八幡市立市民協働活動センター,,八幡市八幡東浦5,135.7135012,34.88044376,,,759255748,,3749,,
八幡市立福祉会館,,八幡市八幡東浦5,135.7135012,34.88044376,,,759834450,,3749,,
八幡市立ふるさと学習館,,八幡市八幡東浦5,135.7135012,34.88044376,,,759722580,,3749,,
八幡市立南山小学校,,八幡市八幡南山7,135.7059704,34.85605177,,,759832680,,4083,,
八幡市立美濃山小学校,,八幡市欽明台西70,135.7125986,34.84114422,,,759715117,,5770,,
八幡市立男山中学校,,八幡市八幡柿木垣内18,135.7083499,34.87226935,,,759813135,,9922,,
八幡市立男山第二中学校,,八幡市男山石城3,135.6976819,34.86050635,,,759810191,,6380,,
八幡市立男山第三中学校,,八幡市男山笹谷3,135.6941969,34.86912643,,,759828555,,9318,,
八幡市立男山東中学校,,八幡市内里砂畠1-1,135.7199236,34.85239787,,,759828880,,7812,,
八幡市立八幡幼稚園,,八幡市八幡菖蒲池12,135.7046248,34.87779612,,,759810180,,1198,,
八幡市立八幡第二幼稚園,,八幡市男山金振9,135.6953463,34.8577462,,,759816950,,539,,
八幡市立八幡第三幼稚園,,八幡市男山美桜17,135.6996595,34.86486572,,,759828566,,1030,,
八幡市立八幡第四幼稚園,,八幡市男山松里1,135.7002594,34.85699945,,,759822447,,822,,
八幡市立橋本幼稚園,,八幡市橋本中之池尻15,135.6869518,34.87403462,,,759820607,,755,,
八幡市立男山公民館,,八幡市男山八望3-1,135.6985731,34.86290806,,,759814204,,204,,
八幡市立橋本公民館,,八幡市橋本堂ケ原36,135.6837916,34.87997806,,,759828572,,208,,
八幡市立志水公民館,,八幡市八幡岸本35-4,135.7029835,34.8702574,,,759815880,,125,,
八幡市立山柴公民館,,"八幡市八幡山柴48,49番合地",135.7030171,34.88194464,,,759820004,,124,,
八幡市立松花堂庭園,,八幡市八幡女郎花43,135.7041232,34.86337487,,,759810010,,9005,,
八幡市立川口コミュニティセンター,,八幡市川口萩原24-1,135.7203954,34.87753223,,,759823344,,118,,
