AED設置場所名称,よみ,住所,経度,緯度,利用開始時間,利用終了時間,設置位置,注意事項,URL,備考
私立くすのき保育園,しりつくすのきほいくえん,八幡市八幡吉野垣内３−１,135.7075469,34.88336066,,,職員室前,,,
私立八幡保育園,しりつやわたほいくえん,八幡市八幡清水井７５,135.7019216,34.87018163,,,１階廊下,,,
私立西遊寺保育園,しりつさいゆうじほいくえん,八幡市橋本中ノ町４５,135.6844407,34.88193569,,,玄関,,,
私立ぶどうの木保育園,しりつぶどうのきほいくえん,八幡市男山美桜６−５,135.6978491,34.86788113,,,玄関,,,
私立男山保育園,しりつおとこやまほいくえん,八幡市男山石城６−１,135.696321,34.86097246,,,玄関,,,
私立山鳩保育園,しりつはやまはとほいくえん,八幡市男山金振１４−１,135.6925069,34.85724423,,,玄関,,,
私立山鳩第二保育園,しりつやまはとだいにほいくえん,八幡市欽明台西４７−１,135.7138098,34.84115708,,,玄関,,,
私立なるみ幼稚園,しりつなるみようちえん,八幡市男山雄徳４−７,135.6934875,34.87223189,,,玄関,,,
私立早苗幼稚園,しりつさなえようちえん,八幡市男山吉井２７−８,135.7025257,34.85727041,,,玄関,,,
私立歩学園幼稚園,しりつあゆみがくえんようちえん,八幡市欽明台東１−２,135.7186858,34.839529,,,事務所,,,
石清水八幡宮,いわしみずはちまんぐう,八幡市八幡高坊３０,135.7002556,34.87962879,,,社務所,,,
石清水八幡宮研修センター,いわしみずはちまんぐうけんしゅうせんたー,八幡市八幡高坊３０,135.7009132,34.87929235,,,玄関ロビー,,,
老人福祉センター「玉泉苑」,ろうじんふくしせんたー「ぎょくせんえん」,大字井手小字東前田23,135.8158058,34.79866706,,,正面玄関横　多目的トイレ前,,,
井手町まちづくりセンター椿坂,いでちょうまちづくりせんたーつばきざか,大字井手小字石橋44,135.8179022,34.80090659,,,正面玄関横　和室前,,,
井手小学校,いでしょうがっこう,大字井手小字野神38,135.8079242,34.79717538,,,正面玄関,,,
多賀小学校,たがしょうがっこう,大字多賀小字内垣内20,135.8067308,34.81794586,,,体育館入口,,,
井手町役場庁舎,いでちょうやくばちょうしゃ,大字井手小字南玉水67,135.8032609,34.79842538,,,正面玄関横,,,
山吹ふれあいセンター,やまぶきふれあいせんたー,大字井手小字橋ノ本2-1,135.8144973,34.80549016,,,図書館入口横,,,
国立国会図書館関西館,こくりつこっかいとしょかんかんさいかん,精華町精華台八丁目１−３,135.7699303,34.74338744,,,防災センター（西側入り口付近）,,,
国立国会図書館関西館,こくりつこっかいとしょかんかんさいかん,精華町精華台八丁目１−３,135.770479,34.74340538,,,閲覧室（地下）,,,
ひかりだい保育所,ひかりだいほいくしょ,精華町光台四丁目50−3,135.7586398,34.74311312,,,1階ホール,,,
聖マリア幼稚園,せいまりあようちえん,精華町大字南稲八妻小字丸山3,135.7885127,34.75951309,,,西側教室開放廊下,,,
星の光幼稚園,ほしのひかりようちえん,精華町光台四丁目50−1,135.7591098,34.74277534,,,1階ホール,,,
光ヶ丘幼稚園,ひかりがおかようちえん,精華町大字山田小字金堀9,135.7778725,34.73391535,,,職員室,,,
せいかだい保育所,せいかだいほいくしょ,精華町精華台二丁目11−2,135.7832646,34.75047196,,,1階ホール,,,
国立研究開発法人情報通信研究機構NICT,こくりつけんきゅうかいはつほうじんじょうほうつうしんけんきゅうきこう,精華町光台三丁目５,135.7662627,34.74371954,,,1階ロビー,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,京都廣学館高等学校正面入口（職員室前）,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,西キャンパス,,,
京都廣学館高等学校,きょうとこうがっかんこうとうがっこう,精華町大字下狛小字中垣内48,135.7869118,34.77862831,,,武道場,,,
上京税務署,かみぎょうぜいむしょ,京都市上京区一条通西洞院東入元真如堂町３５８,135.7556255,35.02609163,,,２階　総務課,,,
左京税務署,さきょうやまぜいむしょ,京都市左京区聖護院円頓美町18,135.7810465,35.01762088,,,１階　管理運営部門,,,
中京税務署,なかぎょうぜいむしょ,京都市中京区西ノ京笠殿町38 京都地方合同庁舎,135.7641952,35.01302251,,,１階　合同庁舎管理室,,,
東山税務署,ひがしやまぜいむしょ,京都市東山区渋谷通大和大路東入下新シ町339-5,135.7728814,34.99403779,,,３階　総務課,,,
下京税務署,しもぎょうぜいむしょ,京都市下京区間之町五条下ル大津町8,135.7620505,34.99547671,,,１階　総合窓口,,,
右京税務署,うきょうぜいむしょ,京都市右京区西院上花田町10-1,135.7282199,35.00808581,,,２階　総務課,,,
伏見税務署,ふしみぜいむしょ,京都市伏見区鑓屋町,135.766282,34.94612171,,,２階　総務課,,,
福知山税務署,ふくちやまぜいむしょ,福知山市篠尾新町1丁目37番地,135.1135456,35.29848956,,,２階　総務課,,,
舞鶴税務署,まいづるぜいむしょ,舞鶴市字上安久240,135.3376742,35.45164552,,,２階　総務課,,,
宇治税務署,うじぜいむしょ,宇治市大久保町井ノ尻60-3,135.7706611,34.87445583,,,２階　総務課,,,
宮津税務署,みやづぜいむしょ,宮津市字鶴賀2070-14,135.1979385,35.53514193,,,２階　総務課,,,
園部税務署,そのべぜいむしょ,南丹市園部町小山東町平成台1号11,135.4837545,35.10014143,,,２階　総務課,,,
峰山税務署,みねやまぜいむしょ,京丹後市峰山町杉谷147番地12,135.0693272,35.6254342,,,２階　総務課,,,
