AED設置場所名称,よみ,住所,経度,緯度,利用開始時間,利用終了時間,設置位置,注意事項,URL,備考
京都市営地下鉄烏丸御池駅,きょうとしえいちかてつからすまおいけえき,京都市中京区虎屋町,135.7596585,35.01058805,,,改札付近,,,
京都市営地下鉄京都市役所前駅,きょうとしえいちかてつきょうとしやくしょまええき,京都市中京区下丸屋町392-1,135.7691136,35.01090957,,,改札付近,,,
京都市営地下鉄二条城前駅,きょうとしえいちかてつにじょうじょうまええき,京都市中京区二条城町541,135.750042,35.01195635,,,改札付近,,,
京都市営地下鉄二条駅,きょうとしえいちかてつにじょうえき,京都市中京区西ノ京栂尾町3,135.7416329,35.01202168,,,改札付近,,,
京都市営地下鉄西大路御池駅,きょうとしえいちかてつにしおおじおいけえき,京都市中京区西ノ京東中合町,135.7303994,35.01099463,,,改札付近,,,
東山消防署,ひがしやましょうぼうしょ,京都市東山区清水５丁目１３０−８,135.7765253,34.99671825,,,２階事務室内,,,
東山保健センター,ひがしやまほけんせんたー,京都市東山区清水五丁目130-6,135.7763613,34.99707331,,,地下１階健康づくり推進課内,,,
東山地域体育館,ひがしやまちいきたいいくかん,京都市東山区清水5-130-6　東山区総合庁舎3階,135.7763613,34.99707331,,,館内,,,
京都市営地下鉄蹴上駅,きょうとしえいちかてつけあげえき,京都市東山区東小物座町339,135.7906149,35.00763251,,,改札付近,,,
京都市営地下鉄東山駅,きょうとしえいちかてつひがしやまえき,京都市東山区大井手町98-1,135.7800456,35.00941252,,,改札付近,,,
京都市営地下鉄三条京阪駅,きょうとしえいちかてつさんじょうけいはんえき,京都市東山区大橋町85-1,135.7738898,35.00923092,,,改札付近,,,
山科消防署,やましなしょうぼうしょ,京都市山科区西野今屋敷町２−１０,135.8114211,34.98597701,,,２階事務室内,,,
山科保健センター,やましなほけんせんたー,京都市山科区椥辻池尻町14-2,135.8136204,34.97233415,,,健康づくり推進課内,,,
山科地域体育館,やましなちいきたいいくかん,京都市山科区椥辻西浦町1-12,135.813702,34.97693712,,,館内,,,
勧修寺公園,かんしゅうじこうえん,京都市山科区観修寺東金ヶ崎町,135.8107718,34.96652396,,,園内,,,
京都市営地下鉄小野駅,きょうとしえいちかてつおのえき,京都市山科区小野西浦6-3,135.8127117,34.96127442,,,改札付近,,,
京都市営地下鉄椥辻駅,きょうとしえいちかてつなぎのつじえき,京都市山科区椥辻草海道町38-11,135.8148073,34.97260343,,,改札付近,,,
京都市営地下鉄東野駅,きょうとしえいちかてつひがしのえき,京都市山科区東野片下り町22-3,135.8167835,34.98240997,,,改札付近,,,
京都市営地下鉄山科駅,きょうとしえいちかてつやましなえき,京都市山科区安朱南屋敷町29-2,135.8174233,34.99118228,,,改札付近,,,
京都市営地下鉄御陵駅,きょうとしえいちかてつみささぎえき,京都市山科区御陵原西町17-4,135.8014017,34.9962033,,,改札付近,,,
下京消防署,しもぎょうしょうぼうしょ,京都市下京区五条通高倉西入堺町２７,135.762064,34.995857,,,３階事務室内,,,
下京保健センター,しもぎょうほけんせんたー,京都市下京区西洞院通塩小路上る東塩小路町608-8,135.7554732,34.9878007,,,１階健康づくり推進課受付,,,
ひとまち交流館京都,ひとまちこうりゅうかんきょうと,京都市下京区西木屋町通上ノ口上る梅湊町83-1,135.765108,34.99324478,,,１階,,,
京都市営地下鉄四条駅,きょうとしえいちかてつしじょうえき,京都市下京区二帖半敷町,135.7596715,35.00211246,,,改札付近,,,
京都市営地下鉄五条駅,きょうとしえいちかてつごじょうえき,京都市下京区大坂町,135.759793,34.99557451,,,改札付近,,,
京都市営地下鉄京都駅,きょうとしえいちかてつきょうとえき,京都市下京区東塩小路町,135.7599167,34.98669607,,,改札付近,,,
京都市消防活動総合センター,きょうとししょうぼうかつどうそうごうせんたー,京都市南区上鳥羽塔ノ森下開ノ内94-4,135.7333712,34.95412115,,,２階事務室内,,,
京都市消防学校,きょうとししょうぼうがっこう,京都市南区上鳥羽塔ノ森下開ノ内21-3,135.7318948,34.95609394,,,１階保健室内,,,
南消防署,みなみしょうぼうしょ,京都市南区西九条菅田町４−１,135.7469528,34.97361586,,,３階事務室内,,,
南保健センター,みなみほけんせんたー,京都市南区西九条南田町1-3,135.7468015,34.97674222,,,１階健康づくり推進課内,,,
殿田公園,とのだこうえん,京都市南区東九条下殿田町,135.7573239,34.97811862,,,園内,,,
吉祥院公園,きっしょういんこうえん,京都市南区吉祥院新田下ノ向町,135.7242966,34.97120314,,,園内,,,
京都市営地下鉄九条駅,きょうとしえいちかてつくじょうえき,京都市南区東九条南烏丸町,135.7596508,34.97945545,,,改札付近,,,
京都市営地下鉄十条駅,きょうとしえいちかてつじゅうじょうえき,京都市南区東九条南石田町,135.759715,34.9723717,,,改札付近,,,
右京区役所,うきょうくやくしょ,京都市右京区太秦下刑部町12,135.7160938,35.01019595,,,１階,,,
右京消防署,うきょうしょうぼうしょ,京都市右京区太秦蜂岡町３６,135.7081505,35.0138752,,,２階事務室内,,,
右京保健センター,うきょうほけんせんたー,京都市右京区太秦下刑部町12,135.7160938,35.01019595,,,２階,,,
西京極総合運動公園,にしきょうごくそうごううんどうこうえん,京都市右京区西京極新明町32,135.7155138,34.99506974,,,陸上競技場，スポーツ会館，補助競技場，アクアリーナ,,,
京都市体育館,きょうとしたいいくかん,京都市右京区西京極新明町1,135.7150019,34.99549277,,,館内,,,
右京地域体育館,うきょうちいきたいいくかん,京都市右京区太秦下刑部町12　SANSA右京4Ｆ・5Ｆ,135.7160938,35.01019595,,,館内,,,
西院公園,さいいんこうえん,京都市右京区西院安塚町,135.722226,35.00144741,,,園内,,,
京都市営地下鉄太秦天神川駅,きょうとしえいちかてつうずまさてんじんがわえき,京都市右京区太秦下刑部町,135.7152408,35.01085383,,,改札付近,,,
西京区役所,にしきょうくやくしょ,京都市西京区上桂森下町25-1,135.693255,34.98504212,,,１階玄関横,,,
西京消防署,にしきょうしょうぼうしょ,京都市西京区樫原佃１９,135.6944118,34.97515588,,,２階事務室内,,,
西京保健センター,にしきょうほけんせんたー,京都市西京区桂艮町1-2,135.6996821,34.98612535,,,１階ロビー,,,
西京保健センター洛西支所,にしきょうほけんせんたーらくさいししょ,京都市西京区大原野東境谷町二丁目1-2,135.6747745,34.96445073,,,１階入口,,,
桂川地域体育館,かつらがわちいきたいいくかん,京都市西京区上桂今井町131,135.6978299,34.99609976,,,館内,,,
小畑川中央公園,おばたがわちゅうおうこうえん,京都市西京区大枝東新林町二丁目,135.6759959,34.96640523,,,園内,,,
京都市消防航空隊,きょうとししょうぼうこうくうたい,京都市伏見区横大路千両松町,135.738854,34.91818421,,,１階事務室内,,,
伏見消防署,ふしみしょうぼうしょ,京都市伏見区竹田七瀬川町９−１,135.7596699,34.95581131,,,３階事務室内,,,
醍醐消防分署,だいごしょうぼうぶんしょ,京都市伏見区醍醐大構町２８,135.8092814,34.94789817,,,１階事務室内,,,
伏見保健センター,ふしみほけんせんたー,京都市伏見区鷹匠町33,135.7613795,34.93589434,,,２階健康づくり推進課受付,,,
伏見保健センター深草支所,ふしみほけんせんたーふかくさししょ,京都市伏見区深草向畑町93-1,135.7726913,34.9536575,,,３階健康づくり推進室内,,,
伏見保健センター醍醐支所,ふしみほけんせんたーだいごししょ,京都市伏見区醍醐大構町28,135.8092999,34.94750191,,,３階健康づくり推進室内,,,
醍醐地域体育館,だいごちいきたいいくかん,京都市伏見区醍醐高畑町30-1　パセオダイゴロー西館4階,135.8102482,34.95086546,,,館内,,,
伏見北堀公園地域体育館,ふしみきたぼりこうえんちいきたいいくかん,京都市伏見区深草大亀谷五郎太町23,135.7776573,34.94153793,,,館内,,,
三栖公園,みすこうえん,京都市伏見区島津町,135.7514983,34.93316792,,,園内,,,
下鳥羽公園,しもとばこうえん,京都市伏見区下鳥羽西芹川町,135.7490227,34.94341059,,,園内,,,
伏見桃山城運動公園,ふしみももやまうんどうこうえん,京都市伏見区桃山町大倉,135.7791317,34.9397436,,,園内,,,
横大路運動公園,よこおおじうんどうこうえん,京都市伏見区横大路下ノ坪1,135.7328769,34.91500854,,,園内,,,
京都市青少年科学センター,きょうとしせいしょうねんかがくせんたー,京都市伏見区深草池ノ内町13,135.7667256,34.95559501,,,入口,,,
京都市営地下鉄くいな橋駅,きょうとしえいちかてつくいなばしえき,京都市伏見区竹田中島町,135.7573862,34.96271136,,,改札付近,,,
京都市営地下鉄竹田駅,きょうとしえいちかてつたけだえき,京都市伏見区竹田桶ノ井町,135.7560997,34.95687109,,,改札付近,,,
京都市営地下鉄石田駅,きょうとしえいちかてついしだえき,京都市伏見区石田森東町,135.8042029,34.94081347,,,改札付近,,,
京都市営地下鉄醍醐駅,きょうとしえいちかてつだいごえき,京都市伏見区醍醐高畑町30-1,135.8105915,34.95055968,,,改札付近,,,
京都市営地下鉄六地蔵駅,きょうとしえいちかてつろくじぞうえき,宇治市六地蔵奈良町,135.7961622,34.93377924,,,改札付近,,,
舞鶴市役所,まいづるしやくしょ,舞鶴市字北吸１０４４,135.3860518,35.47477258,,,１階市民ホール,,,
舞鶴市役所西支所,まいづるしやくしょにしししょ,舞鶴市字南田辺１,135.3304744,35.44754062,,,玄関ホール　階段横,,,
舞鶴市役所加佐分室（加佐公民館）,まいづるしやくしょかさぶんしつ(かさこうみんかん),舞鶴市字志高１００５,135.2476106,35.42922373,,,事務室入口,,,
総合文化会館,そうごうぶんかかいかん,舞鶴市字浜２０２１,135.3886998,35.47678755,,,ホワイエ　階段前,,,
大浦会館,おおうらかいかん,舞鶴市字中田４５９,135.3959385,35.51720055,,,玄関ホール,,,
城南会館,じょうなんかいかん,舞鶴市字女布４０６−３,135.3205894,35.42682929,,,玄関ホール,,,
中総合会館（中央公民館）,なかそうごうかいかん(ちゅうおうこうみんかん),舞鶴市字余部下１１６７,135.3678954,35.47591897,,,玄関ホール左側,,,
市民会館（西公民館）,しみんかいかん (にしこうみんかん),舞鶴市字北田辺５１,135.3293762,35.4484305,,,ホワイエ　ＥＶ横,,,
舞鶴市立東公民館,まいづるしりつひがしこうみんかん,舞鶴市字浜１５４６−３,135.3910258,35.47589251,,,１階ホワイエ,,,
舞鶴市立南公民館,まいづるしりつみなみこうみんかん,舞鶴市字森１００５−３,135.395037,35.46039287,,,玄関ロビー,,,
舞鶴市立西図書館,まいづるしりつにしとしょかん,舞鶴市字円満寺１００−８,135.3322243,35.44930549,,,玄関ホール,,,
舞鶴私立東図書館,まいづるしりつひがしとしょかん,舞鶴市字溝尻２５,135.4014584,35.47781193,,,玄関ホール,,,
舞鶴文化公園体育館,まいづるぶんかこうえんたいいくかん,舞鶴市字上安久４２０,135.3401581,35.4550895,,,事務室入口横,,,
舞鶴市立東体育館,まいづるしりつひがしたいいくかん,舞鶴市字北吸１０５４,135.3869218,35.4756975,,,玄関ホール,,,
東舞鶴運動公園,ひがしまいずるうんどうこうえん,舞鶴市字森,135.3909785,35.45385624,,,管理棟　玄関入り口,,,
舞鶴親海公園（レストラン エムズデリ）,まいずるしんかいこうえん（れすとらんえむずでり）,舞鶴市字千歳８９７−１,135.3440685,35.51355894,,,事務所内,,,
身体障害者福祉センター,しんたいしょうがいしゃふくしせんたー,舞鶴市字余部下１１８３−９,135.3688204,35.47748591,,,玄関ホール,,,
文庫山学園,ぶんこやまがくえん,舞鶴市字北吸１０４９−１,135.3843222,35.47552129,,,玄関ホール,,,
南デイサービスセンター,みなみでいさーびすせんたー,舞鶴市字行永１０９０−３０,135.3963798,35.44749566,,,玄関ホール,,,
安岡園,やすおかえん,舞鶴市字安岡１０７６−１,135.4386367,35.4909958,,,医務室入口横,,,
由良川学園,ゆらがわがくえん,舞鶴市字八田９６２,135.2633429,35.45369873,,,玄関ロビー,,,
西駅交流センター,にしえきこうりゅうせんたー,舞鶴市字伊佐津２１３−８,135.3303054,35.44156646,,,２階　ＪＲ改札前,,,
西市民プラザ,にししみんぷらざ,舞鶴市字円満寺１５８−６,135.3278659,35.44631421,,,１階通路（八幡通り側）,,,
防災センター,ぼうさいせんたー,舞鶴市字浜８０−４,135.3956778,35.47712051,,,３階センターホール,,,
商工観光センター,しょうこうかんこうせんたー,舞鶴市字浜６６,135.3950998,35.47693157,,,１階　ホール,,,
青葉山ろく公園,あおばさんろくこうえん,舞鶴市字岡安,135.4395312,35.49940403,,,第１管理棟医務室内,,,
赤れんが博物館,あかれんがはくぶつかん,舞鶴市字浜２０１１,135.3874598,35.47609855,,,１階　休憩コーナー,,,
大庄屋 上野家,おおじょうや うえのけ,舞鶴市字西方寺285,135.2157565,35.44566369,,,長屋の地場産品直販所内,,,
大浦ハイランド,おおうらはいらんど,舞鶴市字三浜１４,135.3983112,35.54136015,,,事務室入口横,,,
五老スカイタワー,ごろうすかいたわー,舞鶴市字上安２３７,135.3436926,35.46487556,,,玄関ホール　事務室横,,,
引揚記念館,ひきあげきねんかん,舞鶴市字平無番地,135.3967576,35.50951614,,,玄関ホール,,,
ふるるＦＡＲＭ,ふるるFARM,舞鶴市字瀬崎６０,135.3474466,35.53663275,,,事務室入口横,,,
舞鶴市立中保育所,まいづるしりつなかほいくしょ,舞鶴市字余部下１０６３,135.3625897,35.47649545,,,１階職員室,,,
舞鶴市立西乳児保育所,まいづるしりつにしにゅうじほいくしょ,舞鶴市字円満寺１００-３,135.331372,35.45017313,,,１階職員室,,,
舞鶴市立東保育所,まいづるしりつひがしほいくしょ,舞鶴市字南浜町９-７,135.3962054,35.46705069,,,１階職員室,,,
舞鶴市立舞鶴幼稚園,まいづるしりつまいずるようちえん,舞鶴市字円満寺１００-４,135.3313592,35.44985352,,,１階職員室,,,
朝来小学校,あせくしょうがっこう,舞鶴市字朝来中５４５−１,135.4310438,35.50121061,,,児童玄関,,,
大浦小学校,おおうらしょうがっこう,舞鶴市字平１５８３,135.3959915,35.51783854,,,職員玄関,,,
倉梯小学校,くらはししょうがっこう,舞鶴市字行永２９１,135.3961294,35.46244675,,,南舎１階教室内,,,
倉梯第二小学校,くらはしだいにしょうがっこう,舞鶴市字行永７,135.3939026,35.45681732,,,保健室前,,,
志楽小学校,しらくしょうがっこう,舞鶴市字小倉６０,135.4297832,35.48127592,,,職員玄関,,,
新舞鶴小学校,しんまいずるしょうがっこう,舞鶴市字溝尻１２００−４,135.3997624,35.47242096,,,職員玄関,,,
中舞鶴小学校,なかまいずるしょうがっこう,舞鶴市字余部上１２０,135.3611936,35.47502142,,,職員玄関,,,
三笠小学校,みかさしょうがっこう,舞鶴市桃山町１５−１,135.3899354,35.4693287,,,職員玄関,,,
与保呂小学校,よほろしょうがっこう,舞鶴市字与保呂４８,135.416935,35.44839496,,,教室棟１階廊下,,,
明倫小学校,めいりんしょうがっこう,舞鶴市字北田辺１２８−１,135.3294265,35.44698378,,,１階事務室前廊下,,,
吉原小学校,よしはらしょうがっこう,舞鶴市字東吉原６１３,135.330057,35.45646256,,,児童玄関,,,
余内小学校,あまうちしょうがっこう,舞鶴市字倉谷３０,135.3440514,35.41035439,,,職員玄関,,,
池内小学校,いけうちしょうがっこう,舞鶴市字布敷１２０−１,135.3439055,35.41084459,,,本館１階廊下,,,
中筋小学校,なかすじしょうがっこう,舞鶴市字公文名４９０,135.3307666,35.43086251,,,職員玄関,,,
福井小学校,ふくいしょうがっこう,舞鶴市字下福井７０２−１,135.3034406,35.44979391,,,職員玄関,,,
高野小学校,たかのしょうがっこう,舞鶴市字高野台１−１,135.3164154,35.42725733,,,職員玄関,,,
岡田小学校,おかだしょうがっこう,舞鶴市字久田美９３０,135.2566207,35.42778973,,,職員玄関,,,
由良川小学校,ゆらがわしょうがっこう,舞鶴市字丸田７４,135.2719212,35.46032464,,,職員玄関,,,
青葉中学校,あおばちゅうがっこう,舞鶴市字行永１８１０,135.4002994,35.46058129,,,職員室内,,,
白糸中学校,しらいとちゅうがっこう,舞鶴市字浜８４０,135.3983303,35.47307996,,,１階生徒ホール横（ＥＶ前）,,,
若浦中学校,わかうらちゅうがっこう,舞鶴市字大波下１８,135.3979646,35.50497064,,,職員玄関,,,
和田中学校,わだちゅうがっこう,舞鶴市字和田６４０−４,135.3529514,35.47441054,,,事務室内,,,
城南中学校,じょうなんちゅうがっこう,舞鶴市字京田３０,135.3274324,35.4278493,,,職員玄関,,,
城北中学校,じょうほくちゅうがっこう,舞鶴市字南田辺１２８,135.3314433,35.44844728,,,職員玄関,,,
加佐中学校,かさちゅうがっこう,舞鶴市字岡田由里２０,135.2282935,35.43015833,,,職員室前廊下,,,
綾部市役所,あやべしやくしょ,綾部市若竹町８−１,135.2588034,35.29888772,,,本庁舎１階玄関フロア,,,
中央公民館,ちゅうおうこうみんかん,綾部市里町久田２１−２０,135.2641112,35.31264165,,,事務室前,,,
中筋公民館,なかすじこうみんかん,綾部市大島町内山田３２,135.2312621,35.30135212,,,事務室前,,,
吉美公民館,よしみこうみんかん,綾部市多田町寺田２−２,135.2699024,35.31797727,,,事務室前,,,
西八田公民館,にしやたこうみんかん,綾部市岡安町岡２２−１,135.2943246,35.33685421,,,事務室前,,,
東八田公民館,ひがしやたこうみんかん,綾部市梅迫町溝尻１−１６,135.3108906,35.34836746,,,事務室前,,,
山家公民館,やまがこうみんかん,綾部市鷹栖町豊後田３２,135.3114274,35.29445683,,,事務室前,,,
口上林公民館,くちかんばやしこうみんかん,綾部市武吉町中井根３５,135.3501175,35.33619549,,,玄関ホール,,,
豊里公民館,とよさとこうみんかん,綾部市栗町大野１−２０２,135.2282228,35.32505399,,,事務室前,,,
物部公民館,ものべこうみんかん,綾部市物部町東野４６−１,135.2243316,35.35130865,,,玄関,,,
志賀郷公民館,しがさとこうみんかん,綾部市志賀郷町北町１７,135.2406254,35.36816758,,,事務室前,,,
中上林公民館,なかかんばやしこうみんかん,綾部市八津合町縄手１,135.4015934,35.36146804,,,玄関ホール,,,
奥上林公民館,おくかんばやしこうみんかん,綾部市故屋岡町三反田１５,135.4590677,35.3851854,,,玄関,,,
綾部市図書館,あやべしとしょかん,綾部市新宮町９１,135.2577691,35.29695111,,,玄関入口,,,
綾部市総合運動公園体育館,あやべしそうごううんどうこうえんたいいくかん,綾部市上杉町大宝山１０,135.3142156,35.36334879,,,ホール右手階段手前,,,
綾部市保健福祉センター,あやべしほけんふくしせんたー,綾部市青野町東馬場下１５−６,135.2543441,35.30247114,,,１階事務室受付窓口,,,
綾部市市民センター,あやべししみんせんたー,綾部市並松町上溝口１４,135.2627949,35.29764429,,,１階男子トイレ前,,,
綾部市なかすじ児童センター,あやべしなかすじじどうせんたー,綾部市中筋町二ノ段１７,135.2920106,35.34454927,,,玄関ホール窓口横,,,
綾部市宮代児童センター,あやべしみやしろじどうせんたー,綾部市宮代町土代２−３,135.242494,35.30182223,,,玄関ホール窓口横,,,
綾部市物部児童館,あやべしものべじどうかん,綾部市物部町西樋ノ口１８,135.2370157,35.3563987,,,玄関内窓口正面,,,
綾部市立物部保育園,あやべしりつものべほいくえん,綾部市物部町建田１５,135.2203233,35.34595833,,,正面玄関内（建物内）,,,
綾部市立綾部小学校,あやべしりつあやべしょうがっこう,綾部市上野町上野１６８,135.258958,35.29506211,,,１階事務室入口前,,,
綾部市立中筋小学校,あやべしりつなかすじしょうがっこう,綾部市大島町外山田８−１,135.2300861,35.30194605,,,１階職員室前,,,
綾部市立豊里小学校,あやべしりつとよさとしょうがっこう,綾部市栗町花貝２,135.2218245,35.31507714,,,１階玄関,,,
綾部市立物部小学校,あやべしりつものべしょうがっこう,綾部市物部町北前田５１,135.2173516,35.35587536,,,１階保健室前,,,
綾部市立志賀小学校,あやべしりつしがしょうがっこう,綾部市志賀郷町丁田８,135.2412612,35.37081545,,,１階職員室前,,,
綾部市立吉美小学校,あやべしりつよしみしょうがっこう,綾部市有岡町田坂１６,135.2671444,35.32599035,,,１階アリーナ,,,
綾部市立西八田小学校,あやべしりつにしやたしょうがっこう,綾部市岡安町家ノ下１０,135.2914231,35.33598839,,,１階職員室前,,,
綾部市立東八田小学校,あやべしりつひがしやたしょうがっこう,綾部市上杉町中島２,135.3137232,35.35474448,,,１階職員室前,,,
綾部市立東綾小学校,あやべしりつとうりょうしょうがっこう,綾部市鷹栖町小丸山２５,135.3148118,35.29701505,,,１階職員室前,,,
綾部市立上林小学校,あやべしりつかんばやししょうがっこう,綾部市八津合町長老段５,135.403766,35.36371264,,,１階玄関,,,
綾部市立綾部中学校,あやべしりつあやべちゅうがっこう,綾部市宮代町明知７,135.245281,35.30076121,,,２階職員室前,,,
綾部市立豊里中学校,あやべしりつとよさとちゅうがっこう,綾部市豊里町三宅５３,135.2129116,35.32065193,,,１階職員室前,,,
綾部市立何北中学校,あやべしりつかほくちゅうがっこう,綾部市物部町高倉前８,135.2247283,35.36222138,,,１階玄関,,,
綾部市立八田中学校,あやべしりつやたちゅうがっこう,綾部市梅迫町大野２０,135.3142965,35.34672952,,,１階職員室前,,,
綾部市立東綾中学校,あやべしりつとうりょうちゅうがっこう,綾部市東山町山家９９,135.3157544,35.29699487,,,１階玄関,,,
綾部市立上林中学校,あやべしりつかんばやしちゅうがっこう,綾部市八津合町片山１７,135.4141985,35.36883703,,,１階玄関,,,
宇治市役所,うじしやくしょ,宇治市宇治琵琶３３,135.7998117,34.88427006,,,１階ロビー,,,
宇治市消防本部,うじししょうぼうほんぶ,宇治市宇治下居１３−２,135.800649,34.88465358,,,２階指令室内,,,
宇治市中消防署,うじしなかしょうぼうしょ,宇治市宇治下居１３−２,135.800649,34.88465358,,,１階事務室内,,,
宇治市西消防署,うじしにししょうぼうしょ,宇治市伊勢田町遊田１０−３,135.7736039,34.88789828,,,２階事務室内,,,
宇治市東消防署,うじしひがししょうぼうしょ,宇治市木幡南端５,135.8005032,34.91984709,,,１階ガレージ横,,,
宇治市中消防署槇島分署,うじしなかしょうぼうしょまきしまぶんしょ,宇治市槙島町吹前９１−１,135.7904511,34.90496361,,,１階事務室内,,,
宇治市西消防署伊勢田分署,うじしにししょうぼうしょいせだぶんしょ,宇治市伊勢田町大谷１９−１,135.7802202,34.88426868,,,１階受付,,,
小倉公民館,おぐらこうみんかん,宇治市小倉町寺内９１,135.785099,34.89815752,,,玄関内,,,
木幡公民館,こはたこうみんかん,宇治市木幡内畑３４−７,135.7949451,34.92524097,,,玄関内,,,
宇治公民館,うじこうみんかん,宇治市宇治里尻７１−９,135.8044037,34.89311663,,,受付向い,,,
広野公民館,ひろのこうみんかん,宇治市広野町寺山１７−４０３,135.7814028,34.87261645,,,玄関内,,,
コミュニティーワーク うじ館,こみゅにてぃわーくうじかん,宇治市宇治善法３１,135.803439,34.88419656,,,事務室,,,
コミュニティーワーク こはた館,こみゅにてぃわーくこはたかん,宇治市木幡河原３−２６,135.7973912,34.93128753,,,玄関内,,,
総合福祉会館,そうごうふくしかいかん,宇治市宇治琵琶４５,135.7998774,34.88328277,,,事務室前,,,
文化会館,ぶんかかいかん,宇治市折居台１丁目１,135.804584,34.87902061,,,中央図書館入口,,,
産業会館,さんぎょうかいかん,宇治市宇治琵琶４５−１３,135.799946,34.88282556,,,エントランスホール,,,
西小倉コミュニティーセンター,にしおぐらこみゅにてぃーせんたー,宇治市小倉町南堀池１０７−１２,135.778852,34.89467928,,,ホール,,,
南宇治コミュニティーセンター,みなみうじこみゅにてぃーせんたー,宇治市大久保町上ノ山４２−３,135.7771228,34.87178039,,,玄関内,,,
槇島コミュニティーセンター,まきしまこみゅにてぃーせんたー,宇治市槙島町大川原２７−５,135.7832632,34.90563037,,,玄関内,,,
西宇治図書館,にしうじとしょかん,宇治市小倉町山際６３−１,135.7754209,34.88853729,,,玄関内,,,
東宇治図書館,ひがしうじとしょかん,宇治市五ケ庄三番割３６−５,135.8035432,34.91658606,,,玄関内,,,
西宇治体育館,にしうじたいいくかん,宇治市小倉町蓮池２０−１,135.7768225,34.89935627,,,受付向い,,,
宇治市黄檗公園体育館,うじしおうばくこうえんたいいくかん,宇治市五ヶ庄三番割,135.8128775,34.91255628,,,３階多目的アリーナ,,,
木幡地域福祉センター,こはたちいきふくしせんたー,宇治市木幡東中４７−４,135.7979181,34.9269063,,,玄関内,,,
開地域福祉センター,ひらきちいきふくしせんたー,宇治市開町４４−１３,135.7836224,34.88124244,,,玄関内,,,
東宇治地域福祉センター,ひがしうじちいきふくしせんたー,宇治市五ケ庄折坂５−１４９,135.8064373,34.9077319,,,玄関内,,,
広野地域福祉センター,ひろのちいきふくしせんたー,宇治市広野町大開７２−１,135.7923835,34.87524542,,,事務室横,,,
槇島地域福祉センター,まきしまちいきふくしせんたー,宇治市槙島町石橋１３,135.7903154,34.90248051,,,受付内,,,
男女共同参画支援センター,だんじょきょうどうさんかくしえんせんたー,宇治市宇治里尻５−９,135.8013207,34.89045666,,,事務室前,,,
生涯学習センター,しょうがいがくしゅうせんたー,宇治市宇治琵琶４５−１４,135.800047,34.8825176,,,玄関内,,,
伊勢田ふれあいセンター,いせだふれあいせんたー,宇治市小倉町西山４４,135.7779208,34.88882738,,,事務室,,,
青少年指導センター,せいしょうねんしどうせんたー,宇治市宇治妙楽１２８−１,135.8049453,34.88977974,,,玄関内,,,
大久保青少年センター,おおくぼせいしょうねんせんたー,宇治市大久保町平盛３０−４,135.7675153,34.86892739,,,事務室,,,
河原青少年センター,かわらせいしょうねんせんたー,宇治市木幡河原５−５,135.7978113,34.93200861,,,玄関内,,,
善法青少年センター,ぜんぽうせいしょうねんせんたー,宇治市宇治善法１１０−１,135.8047567,34.88667769,,,事務室,,,
産業振興センター,さんぎょうしんこうせんたー,宇治市大久保町西ノ端１−２５,135.7674208,34.87741393,,,事務室前,,,
観光センター,かんこうせんたー,宇治市宇治塔川２,135.8088227,34.88884069,,,１階ホール,,,
総合野外活動センター,そうごうやがいかつどうせんたー,宇治市西笠取辻出川西１,135.8558011,34.93391298,,,ホール内事務所,,,
源氏物語ミュージアム,げんじものがたりみゅーじあむ,宇治市宇治東内４５−２６,135.8101647,34.89407188,,,玄関内,,,
植物公園,しょくぶつこうえん,宇治市広野町八軒屋谷２５−１,135.7956932,34.87090782,,,受付横,,,
天ヶ瀬墓地公園,あまがせぼちこうえん,宇治市宇治金井戸７−４４,135.821122,34.87714762,,,事務室前,,,
宇治市斎場,うじしさいじょう,宇治市宇治金井戸７−３７,135.8206947,34.87833272,,,事務室前,,,
東宇治幼稚園,ひがしうじようちえん,宇治市五ケ庄官有地,135.8017356,34.91245361,,,職員室内,,,
神明幼稚園,しんめいようちえん,宇治市宇治野神５７,135.7946782,34.88154144,,,玄関内側,,,
大久保幼稚園,おおくぼようちえん,宇治市大久保町山ノ内３,135.7745165,34.87159583,,,職員室前,,,
木幡幼稚園,こはたようちえん,宇治市木幡桧尾４７−１,135.8026412,34.92489628,,,職員室内,,,
双葉保育所,ふたばほいくしょ,宇治市小倉町西畑１３,135.7827929,34.8882193,,,職員室内,,,
宇治保育所,うじほいくしょ,宇治市宇治弐番８４−１０,135.797292,34.88509463,,,職員室内,,,
木幡保育所,こはたほいくしょ,宇治市木幡東中１０−２,135.7983252,34.92598125,,,職員室内,,,
北木幡保育所,きたこはたほいくしょ,宇治市木幡陣ノ内１,135.7980937,34.93170203,,,職員室内,,,
西小倉保育所,にしおぐらほいくしょ,宇治市伊勢田町遊田６９,135.7729723,34.89119258,,,玄関内側,,,
大久保保育所,おおくぼほいくしょ,宇治市大久保町旦椋２５,135.7668773,34.87083363,,,給食室前,,,
善法保育所,ぜんぽうほいくしょ,宇治市宇治善法１１６−２,135.8048617,34.88689962,,,職員室内,,,
御蔵山小学校,おくらやましょうがっこう,宇治市木幡御蔵山３９−４,135.8099391,34.93013651,,,職員室前,,,
大久保小学校,おおくぼしょうがっこう,宇治市広野町中島１−１,135.7832247,34.87381211,,,職員室前,,,
宇治小学校,うじしょうがっこう,宇治市五ケ庄三番割２７,135.8028935,34.91585075,,,放送室前,,,
